date,add,district,lng,lat,is14New
2022-03-21,浦东新区南门大街70弄,浦东新,121.7573,31.044338,1
2022-03-21,浦东新区香楠路199弄,浦东新,121.613512,31.216949,1
2022-03-21,浦东新区高行步行街,浦东新,121.607611,31.291483,1
2022-03-21,浦东新区东方路3344弄,浦东新,121.513979,31.193495,1
2022-03-21,浦东新区宣春路192号,浦东新,121.731111,31.08425,1
2022-03-21,浦东新区下南路309弄,浦东新,121.544307,31.169757,1
2022-03-21,浦东新区中界村苏家队,浦东新,121.571482,31.184874,1
2022-03-21,浦东新区川沙路4000号,浦东新,121.691218,31.209285,1
2022-03-21,浦东新区园二路299弄,浦东新,121.633961,31.316861,1
2022-03-21,浦东新区大众村,浦东新,121.60296,31.200911,1
2022-03-21,浦东新区新雅路75-1号,浦东新,121.684379,31.236312,1
2022-03-21,浦东新区杨桥村,浦东新,121.580961,31.191293,1
2022-03-21,浦东新区康桥路1558弄,浦东新,121.57927,31.149627,1
2022-03-21,浦东新区竹柏路100弄,浦东新,121.914733,30.900905,1
2022-03-21,浦东新区懿行路971弄,浦东新,121.513969,31.126406,1
2022-03-21,浦东新区昌里东路395弄,浦东新,121.512208,31.177617,1
2022-03-21,浦东新区殷军路65号,浦东新,121.614945,31.168595,1
2022-03-21,浦东新区联勤村李家队北李家宅,浦东新,121.551846,31.162913,1
2022-03-21,浦东新区宣春路201号,浦东新,121.726135,31.084322,1
2022-03-21,浦东新区下盐路3977号,浦东新,121.715259,31.069427,1
2022-03-21,浦东新区新营村顾家宅,浦东新,121.748989,31.198914,1
2022-03-21,浦东新区宣桥村,浦东新,121.699643,31.01856,1
2022-03-21,浦东新区北蔡大街31弄,浦东新,121.554896,31.187466,1
2022-03-21,黄浦区永年路24弄,黄浦,121.480865,31.212438,1
2022-03-21,黄浦区雁荡路109号,黄浦,121.470228,31.21752,1
2022-03-21,黄浦区蒙自西路62弄2号,黄浦,121.476074,31.207068,1
2022-03-21,黄浦区顺昌路612弄21号,黄浦,121.479367,31.211214,1
2022-03-21,黄浦区顺昌路612弄52号,黄浦,121.479162,31.211309,1
2022-03-21,黄浦区制造局路361号,黄浦,121.485045,31.206379,1
2022-03-21,黄浦区斜土路468号,黄浦,121.477434,31.203474,1
2022-03-21,黄浦区蒙自西路10号,黄浦,121.474715,31.207026,1
2022-03-21,黄浦区局门路1弄1号,黄浦,121.479759,31.209704,1
2022-03-21,黄浦区建国东路75弄4号,黄浦,121.479618,31.212981,1
2022-03-21,黄浦区五里桥路254号,黄浦,121.480137,31.203626,1
2022-03-21,黄浦区建国东路328弄,黄浦,121.475946,31.212383,1
2022-03-21,黄浦区黄陂南路700号,黄浦,121.476931,31.214439,1
2022-03-21,黄浦区中山南一路500弄2号,黄浦,121.485745,31.199262,1
2022-03-21,黄浦区安澜路41号,黄浦,121.486368,31.215868,1
2022-03-21,黄浦区淡水路91弄,黄浦,121.473519,31.220565,1
2022-03-21,黄浦区泰康路19号,黄浦,121.470769,31.208027,1
2022-03-21,黄浦区思南路82弄,黄浦,121.470884,31.209628,1
2022-03-21,黄浦区四牌楼路110号,黄浦,121.495158,31.223718,1
2022-03-21,黄浦区瞿溪路937弄,黄浦,121.478169,31.200753,1
2022-03-21,黄浦区方斜路419号2号楼,黄浦,121.482996,31.213554,1
2022-03-21,黄浦区瑞金二路410弄11号,黄浦,121.465844,31.206752,1
2022-03-21,静安区万荣路1050弄,静安,121.440522,31.288908,1
2022-03-21,静安区中山北路828号,静安,121.457128,31.259359,1
2022-03-21,静安区普善路228号,静安,121.455389,31.256877,1
2022-03-21,静安区芷江西路393弄,静安,121.458619,31.258147,1
2022-03-21,静安区普善路铁路新村16号,静安,121.454684,31.255893,1
2022-03-21,静安区中华新路940号,静安,121.454403,31.25424,1
2022-03-21,静安区芷江西路593弄,静安,121.455005,31.256652,1
2022-03-21,静安区江杨南路466弄,静安,121.46807,31.316591,1
2022-03-21,静安区曲沃路373弄,静安,121.44322,31.31314,1
2022-03-21,静安区少年村路479弄,静安,121.432985,31.300159,1
2022-03-21,静安区江宁路363弄,静安,121.452138,31.233512,1
2022-03-21,静安区普善路铁路新村61号,静安,121.453189,31.256246,1
2022-03-21,徐汇区龙华西路591弄,徐汇,121.440929,31.176551,1
2022-03-21,徐汇区乌鲁木齐中路162弄,徐汇,121.445187,31.213936,1
2022-03-21,徐汇区桂平路67弄,徐汇,121.410252,31.149901,1
2022-03-21,徐汇区龙州路440号-450号,徐汇,121.425973,31.132061,1
2022-03-21,徐汇区钦州南路381弄,徐汇,121.424867,31.158419,1
2022-03-21,徐汇区小木桥路345弄,徐汇,121.460074,31.195806,1
2022-03-21,徐汇区冠生园路411弄,徐汇,121.422993,31.162302,1
2022-03-21,徐汇区老沪闵路841弄,徐汇,121.43315,31.134217,1
2022-03-21,徐汇区柳州路128弄,徐汇,121.426441,31.159224,1
2022-03-21,徐汇区钦州南路300弄,徐汇,121.424278,31.159865,1
2022-03-21,徐汇区罗秀三村,徐汇,121.4466,31.134198,1
2022-03-21,徐汇区龙川北路800弄,徐汇,121.435438,31.151872,1
2022-03-21,徐汇区东安路350弄,徐汇,121.454967,31.190111,1
2022-03-21,徐汇区凯旋路1800弄,徐汇,121.431744,31.182592,1
2022-03-21,徐汇区华展东路33号,徐汇,121.459454,31.111936,1
2022-03-21,徐汇区文定路288弄,徐汇,121.430702,31.184242,1
2022-03-21,徐汇区清真路99弄,徐汇,121.459098,31.199007,1
2022-03-21,徐汇区老沪闵路777号,徐汇,121.42834,31.138801,1
2022-03-21,徐汇区长桥八村,徐汇,121.440387,31.130073,1
2022-03-21,徐汇区冠生园路230弄,徐汇,121.426579,31.163509,1
2022-03-21,徐汇区钦州南路8弄,徐汇,121.427383,31.162532,1
2022-03-21,徐汇区梅陇四村,徐汇,121.421361,31.136436,1
2022-03-21,徐汇区龙南六村,徐汇,121.45226,31.155973,1
2022-03-21,徐汇区老沪闵路1070弄,徐汇,121.437615,31.128131,1
2022-03-21,长宁区哈密路398弄,长宁,121.375201,31.212385,1
2022-03-21,长宁区剑河路409弄,长宁,121.367452,31.215254,1
2022-03-21,长宁区宣化路299弄,长宁,121.424883,31.216662,1
2022-03-21,长宁区江苏路495弄,长宁,121.432483,31.217109,1
2022-03-21,长宁区华山路1520弄,长宁,121.43196,31.205201,1
2022-03-21,长宁区古北路181弄,长宁,121.399951,31.214445,1
2022-03-21,长宁区泉口路225弄,长宁,121.363537,31.213744,1
2022-03-21,长宁区天山西路350弄,长宁,121.367577,31.219014,1
2022-03-21,长宁区镇宁路405弄,长宁,121.433415,31.222552,1
2022-03-21,长宁区北翟路980弄,长宁,121.360227,31.223004,1
2022-03-21,长宁区定西路615弄,长宁,121.42336,31.20498,1
2022-03-21,长宁区中山西路1231号,长宁,121.41776,31.194571,1
2022-03-21,长宁区长宁路491弄,长宁,121.426781,31.220803,1
2022-03-21,普陀区红柳路238弄,普陀,121.357513,31.295485,1
2022-03-21,普陀区同普路689弄,普陀,121.381685,31.227998,1
2022-03-21,普陀区普雄路26弄,普陀,121.423762,31.236841,1
2022-03-21,普陀区雪松路458弄,普陀,121.354509,31.288427,1
2022-03-21,普陀区绿杨路201弄,普陀,121.35176,31.284556,1
2022-03-21,普陀区雪松路392弄,普陀,121.356033,31.286848,1
2022-03-21,普陀区真南路822弄,普陀,121.382451,31.283558,1
2022-03-21,普陀区桃浦路300弄,普陀,121.395172,31.261296,1
2022-03-21,普陀区武宁路2525弄,普陀,121.389692,31.24518,1
2022-03-21,普陀区大渡河路1332弄,普陀,121.396159,31.238559,1
2022-03-21,普陀区华联路130弄,普陀,121.347429,31.276598,1
2022-03-21,普陀区靖边路299弄,普陀,121.367137,31.263153,1
2022-03-21,普陀区真南路209弄,普陀,121.395478,31.268774,1
2022-03-21,普陀区真北路1817弄,普陀,121.378243,31.231515,1
2022-03-21,普陀区曹杨路1021号,普陀,121.408863,31.243861,1
2022-03-21,普陀区大渡河路2087弄,普陀,121.397149,31.258887,1
2022-03-21,虹口区大连路919号,虹口,121.505526,31.266098,1
2022-03-21,虹口区西江湾路168号,虹口,121.478357,31.268143,1
2022-03-21,虹口区车站北路491弄,虹口,121.473551,31.296663,1
2022-03-21,虹口区汶水东路298弄,虹口,121.482263,31.289736,1
2022-03-21,杨浦区佳木斯路266号,杨浦,121.539135,31.297332,1
2022-03-21,杨浦区中原路32弄,杨浦,121.532119,31.308843,1
2022-03-21,杨浦区临青路430号,杨浦,121.53944,31.267446,1
2022-03-21,杨浦区延吉六村,杨浦,121.536679,31.290882,1
2022-03-21,杨浦区控江东三村,杨浦,121.533986,31.286574,1
2022-03-21,杨浦区松花江路1160弄,杨浦,121.524928,31.287215,1
2022-03-21,杨浦区控江西三村,杨浦,121.531535,31.28502,1
2022-03-21,宝山区大华二村二街坊,宝山,121.417177,31.270527,1
2022-03-21,宝山区长江路32号,宝山,121.499301,31.352385,1
2022-03-21,宝山区洛场路114号,宝山,121.410406,31.302531,1
2022-03-21,宝山区华灵路510弄,宝山,121.422704,31.274634,1
2022-03-21,宝山区顾北东路500弄,宝山,121.406035,31.355609,1
2022-03-21,宝山区锦秋路699弄,宝山,121.38912,31.324012,1
2022-03-21,宝山区环镇北路417弄,宝山,121.407596,31.309332,1
2022-03-21,宝山区泰和路678弄,宝山,121.487816,31.370184,1
2022-03-21,宝山区大康路891弄,宝山,121.423019,31.330149,1
2022-03-21,宝山区南东路20弄,宝山,121.36279,31.38413,1
2022-03-21,宝山区大华二村三街坊,宝山,121.415939,31.274165,1
2022-03-21,宝山区虎林路435弄,宝山,121.459272,31.336509,1
2022-03-21,宝山区锦秋路1601弄,宝山,121.373222,31.318526,1
2022-03-21,宝山区水产西路738号,宝山,121.416916,31.356135,1
2022-03-21,宝山区铁峰路2000弄,宝山,121.453031,31.39502,1
2022-03-21,宝山区美秀路358弄,宝山,121.37037,31.351305,1
2022-03-21,宝山区顾陈路231弄,宝山,121.394206,31.341101,1
2022-03-21,宝山区沙浦路128弄,宝山,121.390354,31.35662,1
2022-03-21,宝山区高境二村,宝山,121.478968,31.322363,1
2022-03-21,宝山区美秀路558弄,宝山,121.489612,31.405457,1
2022-03-21,宝山区宝祁雅苑北区,宝山,121.372457,31.320321,1
2022-03-21,宝山区富联二路55弄,宝山,121.406081,31.368916,1
2022-03-21,宝山区虎林路231号,宝山,121.459616,31.333643,1
2022-03-21,宝山区沪联路245弄,宝山,121.368355,31.361153,1
2022-03-21,宝山区菊泉街1346弄,宝山,121.371361,31.362353,1
2022-03-21,宝山区陆翔路358弄,宝山,121.369519,31.350927,1
2022-03-21,宝山区韶山路245弄,宝山,121.364868,31.358904,1
2022-03-21,宝山区水产西路268弄,宝山,121.429297,31.358864,1
2022-03-21,宝山区长江西路1160弄,宝山,121.45938,31.338548,1
2022-03-21,宝山区真大路399弄,宝山,121.401922,31.292297,1
2022-03-21,闵行区沧源路660弄,闵行,121.429567,31.01179,1
2022-03-21,闵行区曹行村,闵行,121.44557,31.095559,1
2022-03-21,闵行区春申路2458弄,闵行,121.41462,31.112379,1
2022-03-21,闵行区虹梅南路2555弄,闵行,121.428994,31.097863,1
2022-03-21,闵行区虹梅南路788号,闵行,121.422778,31.12591,1
2022-03-21,闵行区剑川路50弄,闵行,121.476245,31.046311,1
2022-03-21,闵行区江柳路888弄,闵行,121.486183,31.098712,1
2022-03-21,闵行区莲花南路155弄,闵行,121.405985,31.13145,1
2022-03-21,闵行区莲花南路431弄,闵行,121.408447,31.124162,1
2022-03-21,闵行区罗锦路111弄,闵行,121.414605,31.124177,1
2022-03-21,闵行区罗锦路888弄,闵行,121.401558,31.120954,1
2022-03-21,闵行区群英路88弄,闵行,121.370665,31.1191,1
2022-03-21,闵行区莘朱路1760弄,闵行,121.420337,31.121378,1
2022-03-21,闵行区莘朱路1924弄,闵行,121.422702,31.122969,1
2022-03-21,闵行区曙建路77弄,闵行,121.418792,31.092237,1
2022-03-21,闵行区益文路79弄,闵行,121.410207,31.136319,1
2022-03-21,闵行区俞塘村,闵行,121.381639,31.033164,1
2022-03-21,闵行区中春路6689弄,闵行,121.349522,31.132222,1
2022-03-21,嘉定区安礼路255弄,嘉定,121.170836,31.270517,1
2022-03-21,嘉定区吴胜别墅,嘉定,121.193172,31.297602,1
2022-03-21,嘉定区汇善路1322弄,嘉定,121.203717,31.404902,1
2022-03-21,嘉定区中大街140弄,嘉定,121.217032,31.430785,1
2022-03-21,嘉定区大北街254弄,嘉定,121.212782,31.430041,1
2022-03-21,嘉定区小东街44号,嘉定,121.216879,31.432338,1
2022-03-21,嘉定区金沙路280号,嘉定,121.256711,31.386237,1
2022-03-21,嘉定区爱特路89弄,嘉定,121.318011,31.23204,1
2022-03-21,嘉定区海波路1000弄,嘉定,121.328921,31.270061,1
2022-03-21,嘉定区吴杨路100弄,嘉定,121.298041,31.26878,1
2022-03-21,嘉定区张掖路201弄,嘉定,121.335846,31.25623,1
2022-03-21,嘉定区陈家山路388号,嘉定,121.240787,31.392303,1
2022-03-21,嘉定区城北路1号,嘉定,121.240279,31.387336,1
2022-03-21,嘉定区成泽路386弄,嘉定,121.278887,31.372937,1
2022-03-21,嘉定区嘉新公路668弄,嘉定,121.27003,31.36051,1
2022-03-21,嘉定区叶城东路350弄,嘉定,121.271498,31.384367,1
2022-03-21,嘉定区宝翔路560弄,嘉定,121.322436,31.30954,1
2022-03-21,嘉定区澄浏中路3000号,嘉定,121.278817,31.384417,1
2022-03-21,嘉定区嘉松北路7222弄,嘉定,121.205122,31.271643,1
2022-03-21,嘉定区曹安公路1777号,嘉定,121.363675,31.252585,1
2022-03-21,嘉定区江桥镇河东小区,嘉定,121.297559,31.270934,1
2022-03-21,嘉定区红光村,嘉定,121.297377,31.271852,1
2022-03-21,嘉定区星火村,嘉定,121.316989,31.263718,1
2022-03-21,嘉定区旺泾村,嘉定,121.186563,31.41661,1
2022-03-21,嘉定区雨化村,嘉定,121.177781,31.423005,1
2022-03-21,嘉定区外冈镇甘柏村,嘉定,121.1637,31.389221,1
2022-03-21,嘉定区徐行镇新潭村,嘉定,121.264454,31.420428,1
2022-03-21,金山区金光村,金山,121.391311,30.786944,1
2022-03-21,金山区众安街798弄,金山,121.163155,30.889721,1
2022-03-21,金山区石化四村,金山,121.340649,30.715619,1
2022-03-21,金山区清泉路79号,金山,121.178423,30.888987,1
2022-03-21,金山区枫湾路680弄,金山,121.017482,30.897833,1
2022-03-21,松江区庄家村,松江,121.11138,31.058233,1
2022-03-21,松江区广富林路600弄,松江,121.245776,31.056621,1
2022-03-21,松江区陈春公路555弄,松江,121.35516,31.075036,1
2022-03-21,松江区沪亭路240弄,松江,121.326556,31.133286,1
2022-03-21,松江区新南街350弄,松江,121.315346,31.062761,1
2022-03-21,松江区莘松路1379号,松江,121.340254,31.093273,1
2022-03-21,松江区涞亭南路1600弄,松江,121.340913,31.118146,1
2022-03-21,松江区涞坊路288弄,松江,121.314786,31.155842,1
2022-03-21,松江区申港路215号,松江,121.353048,31.068825,1
2022-03-21,松江区陈春公路951弄,松江,121.325569,31.066686,1
2022-03-21,松江区新南路1259弄,松江,121.335628,31.086462,1
2022-03-21,松江区雪家桥路591号,松江,121.342429,31.102514,1
2022-03-21,松江区九杜路350弄,松江,121.31265,31.14291,1
2022-03-21,松江区明中路77号,松江,121.3578,31.084131,1
2022-03-21,松江区汇桥村,松江,121.333981,31.009709,1
2022-03-21,松江区新北街468号,松江,121.31122,31.065369,1
2022-03-21,松江区莘松路1288弄,松江,121.346699,31.099216,1
2022-03-21,松江区月台路555弄,松江,121.330094,31.069345,1
2022-03-21,松江区同利路133号,松江,121.31277,31.10749,1
2022-03-21,青浦区盈港东路4709弄,青浦,121.191238,31.160383,1
2022-03-21,青浦区火星村,青浦,121.25058,31.216768,1
2022-03-21,青浦区新联村,青浦,121.184845,31.199551,1
2022-03-21,青浦区白虬江路100号,青浦,121.141924,31.276416,1
2022-03-21,奉贤区吴房村,奉贤,121.535165,30.892459,1
2022-03-21,奉贤区海马路5888弄,奉贤,121.509791,30.82366,1
2022-03-21,奉贤区运河路200弄,奉贤,121.469145,30.924464,1
2022-03-21,奉贤区西闸路75号,奉贤,121.433803,30.99512,1
2022-03-21,奉贤区二桥村,奉贤,121.653864,30.958692,1
2022-03-21,奉贤区四新街50弄,奉贤,121.71893,30.94129,1
2022-03-21,奉贤区灯塔村,奉贤,121.42461,30.98476,1
2022-03-21,崇明区八滧村,崇明,121.763592,31.484676,1
2022-03-22,浦东新区北艾路1765弄,浦东新,121.521767,31.178552,1
2022-03-22,浦东新区长元村沈家宅,浦东新,121.645307,31.166853,1
2022-03-22,浦东新区下南路500弄,浦东新,121.537641,31.171908,1
2022-03-22,浦东新区果园银杏村,浦东新,121.557347,31.202757,1
2022-03-22,浦东新区乳山四村,浦东新,121.520194,31.234,1
2022-03-22,浦东新区浦东大道1585弄,浦东新,121.540276,31.24537,1
2022-03-22,浦东新区联勤村麦家宅,浦东新,121.547802,31.164159,1
2022-03-22,浦东新区北蔡镇顾家村,浦东新,121.554907,31.181773,1
2022-03-22,浦东新区沪南路577弄,浦东新,121.552544,31.189347,1
2022-03-22,浦东新区莲园路8弄,浦东新,121.542758,31.183858,1
2022-03-22,浦东新区海阳路1065弄,浦东新,121.505337,31.159574,1
2022-03-22,浦东新区丁香路1299弄,浦东新,121.565664,31.230067,1
2022-03-22,浦东新区浦东南路2054弄,浦东新,121.517007,31.210856,1
2022-03-22,浦东新区柳杉路99弄,浦东新,121.568391,31.223514,1
2022-03-22,浦东新区东绣路1086弄,浦东新,121.534339,31.200181,1
2022-03-22,浦东新区环林西路608弄,浦东新,121.521989,31.140898,1
2022-03-22,浦东新区杨莲路张家宅,浦东新,121.54994,31.16502,1
2022-03-22,浦东新区康弘路508弄,浦东新,121.60043,31.12416,1
2022-03-22,浦东新区新雅东路51弄,浦东新,121.686971,31.23714,1
2022-03-22,浦东新区上南路5588号,浦东新,121.528086,31.123014,1
2022-03-22,浦东新区中界村周家宅,浦东新,121.567958,31.189333,1
2022-03-22,浦东新区中界村庄家队蔡家宅,浦东新,121.798289,31.078007,1
2022-03-22,浦东新区鹏岳路70弄,浦东新,121.552553,31.174286,1
2022-03-22,浦东新区三彩路52弄,浦东新,121.49948,31.12174,1
2022-03-22,浦东新区寿光路78弄,浦东新,121.586502,31.272436,1
2022-03-22,浦东新区杨南路689弄,浦东新,121.499981,31.151539,1
2022-03-22,浦东新区瑞浦路77弄,浦东新,121.585191,31.098364,1
2022-03-22,浦东新区康沈路400弄,浦东新,121.571043,31.138634,1
2022-03-22,浦东新区沈家弄路901弄,浦东新,121.545564,31.237638,1
2022-03-22,浦东新区明纶园,浦东新,121.564215,31.145559,1
2022-03-22,浦东新区周东南路599弄,浦东新,121.59163,31.100221,1
2022-03-22,浦东新区陈春路299号,浦东新,121.54957,31.17188,1
2022-03-22,浦东新区御水路555弄,浦东新,121.576664,31.153733,1
2022-03-22,浦东新区周康路868弄,浦东新,121.574341,31.101271,1
2022-03-22,浦东新区秀龙村,浦东新,121.562722,31.126242,1
2022-03-22,浦东新区中界村沈家宅,浦东新,121.576771,31.18512,1
2022-03-22,浦东新区博兴路1185弄,浦东新,121.593863,31.268493,1
2022-03-22,浦东新区紫叶路81弄,浦东新,121.551123,31.183365,1
2022-03-22,浦东新区康杉路151弄,浦东新,121.559786,31.150641,1
2022-03-22,浦东新区御衡路68弄,浦东新,121.580607,31.156026,1
2022-03-22,浦东新区阳光二村,浦东新,121.551599,31.24586,1
2022-03-22,浦东新区金杨路220弄,浦东新,121.576799,31.246433,1
2022-03-22,浦东新区花墙村,浦东新,121.549112,31.148377,1
2022-03-22,浦东新区顾家宅98号,浦东新,121.568585,31.342882,1
2022-03-22,浦东新区华夏东路858弄,浦东新,121.664678,31.193272,1
2022-03-22,浦东新区杨高南路3288弄,浦东新,121.516264,31.168624,1
2022-03-22,浦东新区环林西路618弄,浦东新,121.522289,31.139783,1
2022-03-22,浦东新区玉盘北路281弄,浦东新,121.67585,31.222556,1
2022-03-22,浦东新区唐四村黄家东宅,浦东新,121.666764,31.217695,1
2022-03-22,浦东新区上钢一村,浦东新,121.493057,31.172497,1
2022-03-22,浦东新区乳山路200弄,浦东新,121.528932,31.237823,1
2022-03-22,浦东新区御北路385号,浦东新,121.557058,31.157588,1
2022-03-22,浦东新区宣中路621弄,浦东新,121.704565,31.024009,1
2022-03-22,浦东新区绿林路51弄,浦东新,121.549235,31.174488,1
2022-03-22,浦东新区锦绣路3841弄,浦东新,121.546868,31.167749,1
2022-03-22,浦东新区张杨路1133弄,浦东新,121.52855,31.23153,1
2022-03-22,浦东新区下南路551弄,浦东新,121.543614,31.174042,1
2022-03-22,浦东新区天花庵村卫家队,浦东新,121.526015,31.127221,1
2022-03-22,浦东新区陈春东路99弄,浦东新,121.559063,31.176058,1
2022-03-22,浦东新区浦建路1086弄,浦东新,121.538564,31.206022,1
2022-03-22,浦东新区芳华路310弄,浦东新,121.557653,31.194854,1
2022-03-22,浦东新区牡丹路343号,浦东新,121.549937,31.208084,1
2022-03-22,浦东新区五星路239弄,浦东新,121.564338,31.172602,1
2022-03-22,浦东新区芳华路411弄,浦东新,121.55887,31.196975,1
2022-03-22,浦东新区博华路980弄,浦东新,121.551741,31.171883,1
2022-03-22,浦东新区五星村徐家队奚家宅,浦东新,121.550453,31.156231,1
2022-03-22,浦东新区浦东大道1539号,浦东新,121.538037,31.243781,1
2022-03-22,浦东新区金高路1051弄,浦东新,121.61042,31.283038,1
2022-03-22,浦东新区莲溪二村,浦东新,121.559522,31.184925,1
2022-03-22,浦东新区中界村苏家宅,浦东新,121.570671,31.184798,1
2022-03-22,浦东新区康士路31号,浦东新,121.563691,31.150685,1
2022-03-22,浦东新区严民路40弄,浦东新,121.527523,31.192572,1
2022-03-22,浦东新区昌里东路411弄,浦东新,121.515127,31.179927,1
2022-03-22,浦东新区顾全路381号,浦东新,121.5395,31.171591,1
2022-03-22,浦东新区严杨路60弄,浦东新,121.526737,31.193468,1
2022-03-22,浦东新区卫行村,浦东新,121.581392,31.164888,1
2022-03-22,浦东新区顾全路379号,浦东新,121.539525,31.171553,1
2022-03-22,浦东新区陈春东路88弄,浦东新,121.559845,31.174806,1
2022-03-22,浦东新区严杨路30弄,浦东新,121.526746,31.193424,1
2022-03-22,浦东新区御桥村东印家圈,浦东新,121.558022,31.168008,1
2022-03-22,浦东新区富航路105号,浦东新,121.59675,31.032563,1
2022-03-22,浦东新区崂山新村,浦东新,121.519698,31.238177,1
2022-03-22,浦东新区御山路360号,浦东新,121.567215,31.155701,1
2022-03-22,浦东新区银峰路549弄,浦东新,121.688793,31.267136,1
2022-03-22,浦东新区民同路176弄,浦东新,121.65144,31.271735,1
2022-03-22,浦东新区御青路918弄,浦东新,121.570753,31.152783,1
2022-03-22,浦东新区御青路999弄,浦东新,121.575139,31.152854,1
2022-03-22,浦东新区华夏西路5778号,浦东新,121.581067,31.165594,1
2022-03-22,浦东新区和平村朱家宅,浦东新,121.841661,30.985554,1
2022-03-22,浦东新区新舒苑北苑,浦东新,121.86417,30.978852,1
2022-03-22,浦东新区福缘路219弄,浦东新,121.75666,31.036282,1
2022-03-22,浦东新区新振村,浦东新,121.832079,30.943371,1
2022-03-22,浦东新区永宁东路540弄,浦东新,121.739006,30.969849,1
2022-03-22,浦东新区外灶村,浦东新,121.869515,30.950383,1
2022-03-22,浦东新区拱极路2368弄29支弄,浦东新,121.767666,31.053595,1
2022-03-22,浦东新区万祥馨苑,浦东新,121.239754,30.829815,1
2022-03-22,浦东新区康锦路88弄,浦东新,121.765854,31.037795,1
2022-03-22,黄浦区斜土路460弄,黄浦,121.477692,31.203162,1
2022-03-22,黄浦区丽园路842弄33号,黄浦,121.476635,31.205381,1
2022-03-22,黄浦区马当路306弄27号,黄浦,121.47362,31.21692,1
2022-03-22,黄浦区顺昌路612弄40号,黄浦,121.479168,31.21116,1
2022-03-22,黄浦区五里桥路235弄,黄浦,121.480164,31.203883,1
2022-03-22,黄浦区中山南一路1109弄1号,黄浦,121.471013,31.195652,1
2022-03-22,黄浦区蒙自西路14号,黄浦,121.476842,31.207374,1
2022-03-22,黄浦区蒙自西路72弄1号,黄浦,121.475403,31.207182,1
2022-03-22,黄浦区打浦路316弄2号,黄浦,121.471381,31.199581,1
2022-03-22,黄浦区斜土路460弄19号,黄浦,121.47775,31.203216,1
2022-03-22,黄浦区中山南路200号10号楼,黄浦,121.500975,31.222625,1
2022-03-22,黄浦区大吉路310弄1号,黄浦,121.481857,31.213024,1
2022-03-22,黄浦区牌楼路43弄,黄浦,121.486807,31.213424,1
2022-03-22,黄浦区顺昌路612弄44号,黄浦,121.479139,31.211069,1
2022-03-22,黄浦区顺昌路594号,黄浦,121.479553,31.211293,1
2022-03-22,黄浦区复兴东路740号,黄浦,121.490777,31.221459,1
2022-03-22,黄浦区丽园路871号,黄浦,121.476123,31.206884,1
2022-03-22,静安区场中路1011弄,静安,121.465187,31.30631,1
2022-03-22,静安区余姚路321弄,静安,121.438109,31.234995,1
2022-03-22,静安区康定东路63弄,静安,121.456516,31.237209,1
2022-03-22,静安区普善路铁路新村18号,静安,121.454871,31.256097,1
2022-03-22,静安区西藏北路853弄,静安,121.467503,31.256345,1
2022-03-22,静安区会文路3号,静安,121.473216,31.250905,1
2022-03-22,静安区芷江西路285弄,静安,121.461234,31.257666,1
